Food_Item_ID,foodcode,foodname,Protein (g),Total Fat (g), Carbohydrate (g), Energy (kcal)
6668,72107222,"Collards, frozen, cooked (with salt and fat)",2.8799,2.0299,6.8898,49
3880,72107223,"Collards, canned, cooked with margarine",2.6299,2.16,5.5,45
3881,72107223,"Collards, canned, cooked with vegetable oil",2.6299,3.02,5.48,53
3882,72107223,"Collards, canned, cooked with pork fat",2.68,2.71,5.49,50
6669,72110100,"Cress, raw",2.6,0.7,5.5,32
3883,72110211,"Cress, fresh, cooked (with salt, no fat added)",1.8898,0.6,3.77,23
5166,72110211,"Cress, fresh, cooked (no salt or fat added)",1.8898,0.6,3.77,23
6670,72110213,"Cress, canned, cooked (with salt, no fat added)",1.8898,0.6,3.77,23
3884,72110221,"Cress, fresh, cooked (with salt and margarine)",1.83,2.62,3.6699,40
6671,72110223,"Cress, canned, cooked (with salt and fat)",1.83,2.62,3.6699,40
3885,72113100,"Dandelion greens, raw",2.7,0.7,9.1998,45
3886,72113210,"Dandelion greens, cooked (with salt, no fat added)",1.98,0.6,6.3399,33
5167,72113210,"Dandelion greens, cooked (no salt or fat added)",1.98,0.6,6.3399,33
6672,72113220,"Dandelion greens, cooked (with salt, no fat added)",1.8998,3.16,6.0998,54
3887,72116000,"Romaine lettuce, raw",1.3898,0.27,3.7799,19
3888,72116140,"Salad, Caesar, with dressing",5.03,14.17,6.53,170
6673,72116150,"Salad, Caesar, no dressing",4.7698,3.41,6,71
3889,72116210,"Escarole, cooked (with salt, no fat added)",1.61,0.26,4.3098,22
5168,72116210,"Escarole, cooked (no salt or fat added)",1.61,0.26,4.3098,22
6674,72116220,"Escarole, cooked (with salt and fat)",1.73,4.23,4.6699,59
6675,72116230,"Escarole, creamed",2.89,5.4199,7.19,86
3890,72118211,"Greens, fresh, cooked (with salt, no fat added)",1.98,0.48,5.21,27
6676,72118212,"Mixed greens, frozen, cooked (with salt, no fat added)",3.0499,0.43,5.79,32
6677,72118213,"Mixed greens, canned, cooked (with salt, no fat added)",1.98,0.48,5.21,27
3891,72118221,"Greens, fresh, cooked (with salt and margarine)",1.9299,2.25,5.08,43
3892,72118221,"Greens, fresh, cooked (with salt and vegetable oil)",1.9299,3.2999,5.0598,52
3893,72118221,"Greens, fresh, cooked (with salt and animal fat)",1.99,2.93,5.07,49
6678,72118222,"Mixed greens, frozen, cooked (with salt and fat)",2.96,2.21,5.6398,47
6679,72118223,"Mixed greens, canned, cooked (with salt and fat)",1.9299,2.25,5.08,43
6680,72118305,"Chamnamul (Korean leaf vegetable), cooked (with salt, no fat added)",3.45,1.21,6.4,44
6681,72118310,"Chamnamul (Korean leaf vegetable), cooked (with salt and fat)",3.2799,5.94,6.0899,84
3894,72119211,"Kale, fresh, cooked (with salt, no fat added)",1.8898,0.4,5.5899,28
5169,72119211,"Kale, fresh, cooked (no salt or fat added)",1.8898,0.4,5.5899,28
6682,72119212,"Kale, frozen, cooked (with salt, no fat added)",2.8199,0.49,5.19,30
3895,72119213,"Kale, canned, cooked, no fat added ",1.8898,0.4,5.5899,28
6683,72119221,"Kale, fresh, cooked (with salt and fat)",1.83,2.5,5.4298,46
3896,72119221,"Kale, fresh, cooked (with salt and vegetable oil)",1.83,3.74,5.41,57
3897,72119221,"Kale, fresh, cooked (with salt and butter)",1.85,3.22,5.41,52
3898,72119221,"Kale, fresh, cooked (with salt and pork fat)",1.8998,3.2999,5.4199,54
6684,72119222,"Kale, frozen, cooked (with salt and fat)",2.73,2.58,5.04,48
6685,72119223,"Kale, canned, cooked (with salt and fat)",1.82,2.5,5.4199,46
5235,72119229,"Kale, raw",4.28,0.93,8.75,49
6686,72120210,"Lambsquarter, cooked (with salt, no fat added)",3.18,0.7,4.9699,32
6687,72120220,"Lambsquarter, cooked (with salt and fat)",3.1,2.22,4.87,45
3899,72121210,"Mustard cabbage, cooked (with salt, no fat added)",1.55,0.16,1.77,12
5170,72121210,"Mustard cabbage, cooked (no salt or fat added)",1.55,0.16,1.77,12
3900,72122100,"Mustard greens, raw",2.8599,0.42,4.6699,27
3901,72122211,"Mustard greens, fresh, cooked (with salt, no fat added)",2.54,0.47,4.48,26
5171,72122211,"Mustard greens, fresh, cooked (no salt or fat added)",2.24,0.24,2.0899,15
6688,72122212,"Mustard greens, frozen, cooked (with salt, no fat added)",2.2599,0.25,3.0899,19
3902,72122213,"Mustard greens, canned, cooked, no fat added  ",2.54,0.47,4.48,26
3903,72122221,"Mustard greens, fresh, cooked (with salt and margarine)",2.4599,2.4199,4.36,43
3904,72122221,"Mustard greens, fresh, cooked (with salt and vegetable oil)",2.4599,3.5699,4.3399,53
3905,72122221,"Mustard greens, fresh, cooked (with salt and animal fat)",2.5299,3.16,4.3498,50
3906,72122221,"Mustard greens, fresh, cooked (with salt and butter)",2.49,3.08,4.3399,48
6689,72122222,"Mustard greens, frozen, cooked (with salt and fat)",2.1899,2.08,3.02,35
3907,72122223,"Mustard greens, canned, cooked, with margarine ",2.4599,2.4199,4.36,43
3908,72122223,"Mustard greens, canned, cooked, with butter",2.49,3.08,4.3399,48
3909,72122223,"Mustard greens, canned, cooked, with vegetable oil",2.4599,3.5699,4.3399,53
3910,72122223,"Mustard greens, canned, cooked, with animal fat",2.5299,3.16,4.3498,50
3911,72123010,"Poke greens, cooked (with salt, no fat added) ",2.29,0.4,3.08,20
5172,72123010,"Poke greens, cooked (no salt or fat added) ",2.29,0.4,3.08,20
6690,72123020,"Poke greens, cooked (with salt and fat)",2.23,2.0699,3.02,34
3912,72123020,"Poke greens, cooked (with salt and vegetable oil)",2.23,3.0499,3,43
3913,72123020,"Poke greens, cooked (with salt and pork fat)",2.2799,2.7,3,40
3914,72124100,"Radicchio, raw",1.4298,0.25,4.48,23
3915,72125100,"Spinach, raw",2.8599,0.39,3.6299,23
3916,72125211,"Spinach, fresh, cooked (with salt, no fat added)",2.95,0.26,3.73,23
5173,72125211,"Spinach, fresh, cooked (no salt or fat added)",2.95,0.26,3.73,23
3917,72125212,"Spinach, frozen, cooked (with salt, no fat added)",3.99,0.87,4.78,34
5432,72125212,"Spinach, frozen, cooked (no salt or fat added)",3.99,0.87,4.78,34
3918,72125213,"Spinach, canned, cooked, no fat added",2.81,0.5,3.3999,23
3919,72125221,"Spinach, fresh, cooked (with salt and margarine)",2.8799,1.8,3.66,36
3920,72125221,"Spinach, fresh, cooked (with salt and vegetable oil)",2.8799,2.7,3.64,44
3921,72125221,"Spinach, fresh, cooked (with salt and butter)",2.8999,2.3199,3.64,41
3922,72125221,"Spinach, fresh, cooked (with salt and pork fat)",2.94,2.3799,3.64,42
3923,72125222,"Spinach, frozen, cooked (with salt and margarine)",3.8999,2.31,4.6799,46
3924,72125222,"Spinach, frozen, cooked (with salt and butter)",3.91,2.7999,4.66,50
3925,72125222,"Spinach, frozen, cooked (with salt and vegetable oil)",3.8999,3.1699,4.66,54
3926,72125222,"Spinach, frozen, cooked (with salt and vegetable shortening)",3.8999,3.0299,4.6699,52
3927,72125222,"Spinach, frozen, cooked (with salt and pork fat)",3.95,2.8599,4.6699,51
3928,72125223,"Spinach, canned, cooked with margarine",2.75,1.8,3.3399,34
3929,72125223,"Spinach, canned, cooked with butter",2.77,2.24,3.33,38
3930,72125223,"Spinach, canned, cooked with pork fat",2.7999,2.29,3.33,39
3931,72125223,"Spinach, canned, cooked with vegetable oil",2.75,2.5699,3.33,41
3932,72125231,"Spinach, fresh, creamed",3.33,4.5099,5.9699,74
3933,72125232,"Spinach, frozen, creamed",3.94,4.74,6.53,79
3934,72125233,"Spinach, canned, creamed",3.1899,4.24,5.53,69
3935,72125240,Spinach souffle,5.6699,8.5198,7.0899,126
3936,72125251,"Spinach, fresh, cooked, with cheese sauce",4.69,5.5198,5.19,85
3937,72125252,"Spinach,frozen, cooked, with cheese sauce",5.3098,5.73,5.82,90
3938,72125253,"Spinach, canned, cooked, with cheese sauce",4.4,5.11,4.7999,78
3939,72125260,Spinach and cheese casserole,8.66,7.25,11.02,142
6691,72125310,Palak paneer (Indian stewed spinach and cheese),5.23,6.8399,4.32,96
6692,72125500,Saag chana (Indian stewed spinach and chickpeas),3.96,4.04,9.74,85
3940,72126000,"Taro leaves, cooked (with salt, no fat added)",6.11,0.91,8.22,52
5174,72126000,"Taro leaves, cooked (no salt or fat added)",6.11,0.91,8.22,52
6693,72127000,"Thistle leaves, cooked (with salt, no fat added)",1.8898,0.6,3.77,23
3941,72128211,"Turnip greens, fresh, cooked (with salt, no fat added)",1.1298,0.23,4.33,20
5175,72128211,"Turnip greens, fresh, cooked (no salt or fat added)",1.1298,0.23,4.33,20
3942,72128212,"Turnip greens, frozen, cooked (with salt, no fat added)",3.33,0.42,4.95,29
5433,72128212,"Turnip greens, frozen, cooked (no salt or fat added)",3.33,0.42,4.95,29
3943,72128213,"Turnip greens, canned, cooked, no fat added",1.1298,0.23,4.33,20
3944,72128221,"Turnip greens, fresh, cooked (with salt and margarine)",1.1,2.14,4.2199,36
3945,72128221,"Turnip greens, fresh, cooked (with salt and vegetable oil)",1.1,3.2599,4.2,46
3946,72128221,"Turnip greens, fresh, cooked (with salt and margarine)",1.1,3.08,4.21,45
3947,72128221,"Turnip greens, fresh, cooked (with salt and pork fat)",1.1598,2.8599,4.21,43
3948,72128222,"Turnip greens, frozen, cooked (with salt and margarine)",3.24,2.1,4.8399,43
3949,72128222,"Turnip greens, frozen, cooked (with salt and vegetable oil)",3.24,3.0899,4.82,52
3950,72128222,"Turnip greens, frozen, cooked (with salt and pork fat)",3.2999,2.73,4.83,49
3951,72128223,"Turnip greens, canned, cooked with margarine",1.1,2.14,4.2199,36
3952,72128223,"Turnip greens, canned, cooked with vegetable oil",1.1,3.2599,4.2,46
3953,72128223,"Turnip greens, canned, cooked with butter",1.12,2.7799,4.2,42
3954,72128223,"Turnip greens, canned, cooked with pork fat",1.1598,2.8599,4.21,43
6694,72128411,"Turnip greens and roots, fresh, cooked (with salt, no fat added)",0.91,0.15,4.69,21
6695,72128412,"Turnip greens and roots, frozen, cooked (with salt, no fat added)",2.97,0.38,4.82,35
6696,72128413,"Turnip greens and roots, canned, cooked (with salt, no fat added)",0.91,0.15,4.69,21
6697,72128421,"Turnip greens and roots, fresh, cooked (with salt and fat)",0.89,1.99,4.58,37
6698,72128422,"Turnip greens and roots, frozen, cooked (with salt and fat)",2.8999,1.98,4.7199,48
6699,72128423,"Turnip greens and roots, canned, cooked (with salt and fat)",0.89,1.99,4.58,37
3955,72128510,"Turnip greens, canned, low sodium, no fat added",1.36,0.3,2.81,19
6700,72128520,"Turnip greens, canned, low sodium, with margarine",1.32,2.22,2.75,36
3956,72128520,"Turnip greens, canned, low sodium, with vegetable oil",1.32,3.35,2.72,46
3957,72130100,"Watercress, raw",2.2999,0.1,1.29,11
3958,72130200,"Watercress, cooked (with salt, no fat added) ",2.29,0.1,1.28,11
5176,72130200,"Watercress, cooked (no salt or fat added) ",2.2799,0.1,1.28,11
3959,72201100,"Broccoli, raw",2.8199,0.37,6.6398,34
3960,72201211,"Broccoli, fresh, cooked (with salt, no fat added) ",2.37,0.41,7.1398,35
5177,72201211,"Broccoli, fresh, cooked (no salt or fat added) ",2.37,0.41,7.1398,35
3961,72201212,"Broccoli, frozen, cooked (with salt, no fat added)",3.08,0.11,5.33,28
5434,72201212,"Broccoli, frozen, cooked (no salt or fat added)",3.08,0.11,5.33,28
3962,72201221,"Broccoli, fresh, cooked (with salt and margarine)  ",2.2999,2.1699,6.95,50
3963,72201221,"Broccoli, fresh, cooked (with salt and butter) ",2.3199,2.77,6.9299,55
3964,72201221,"Broccoli, fresh, cooked (with salt and vegetable oil",2.2999,3.21,6.94,59
3965,72201222,"Broccoli, frozen, cooked (with salt and margarine)  ",3.0099,1.62,5.21,41
3966,72201222,"Broccoli, frozen, cooked (with salt and butter) ",3.0299,2.1299,5.2,45
3967,72201222,"Broccoli, frozen, cooked (with salt and vegetable oil)  ",3.0099,2.5099,5.2,48
3968,72201231,"Broccoli, fresh, cooked,  with cheese sauce",5.33,6.75,7.0099,106
3969,72201232,"Broccoli, frozen, cooked,  with cheese sauce",5.5099,5.9,5.7999,94
6701,72201241,"Broccoli, fresh, cooked, with cream of mushroom",2.0499,2.52,6.7999,54
6702,72201242,"Broccoli, frozen, cooked, with cream of mushroom",2.47,2.1899,5.8399,49
6703,72201251,"Broccoli, fresh, cooked, with cream sauce",3.0299,4.96,8.06,85
6704,72201252,"Broccoli, frozen, cooked, with cream sauce",3.3999,4.37,6.9,76
3970,72202010,"Broccoli casserole (broccoli, noodles, cream sauce)",3.5899,7.24,14.65,135
3971,72202020,"Broccoli casserole (broccoli, rice, cheese, and cream of mushroom)",4.79,5.4,14.25,123
3972,72202030,"Broccoli, batter-dipped and fried",3.8199,10.35,11.5398,148
3973,72302000,"Broccoli soup, made with milk",2.69,3.6,6.28,68
3974,72302000,"Broccoli soup, made with water",0.893,4.3739,3.842,56.014
3975,72302100,"Broccoli cheese soup, made with milk",2.69,3.6,6.28,68
6705,72306000,Watercress and shrimp soup,6.23,1.84,1.34,48
3976,72307000,Spinach soup,2.8999,0.95,2.8799,30
3977,72308000,"Soup, leafy greens with meat, Asian style",6.44,3.29,5.4,77
3978,72308500,"Soup, leafy greens, meatless, Asian style",1.54,1.95,6.3799,48
3979,73101010,"Carrots, raw",0.93,0.24,9.58,41
5495,73101019,"Carrot, baby",0.64,0.13,8.24,35
3980,73101110,"Carrot salad, mayonnaise dressing",1.22,15.6999,17.17,208
3981,73101210,"Carrot-apple salad,  mayonnaise dressing",0.84,15.9499,8.16,176
3982,73102211,"Carrots, fresh, cooked (with salt, no fat added) ",0.76,0.18,8.1699,35
5178,73102211,"Carrots, fresh, cooked (no salt or fat added) ",0.76,0.18,8.1699,35
3983,73102212,"Carrots, frozen, cooked (with salt, no fat added)",0.58,0.68,7.6799,37
5435,73102212,"Carrots, frozen, cooked (no salt or fat added)",0.58,0.68,7.6799,37
3984,73102213,"Carrots, canned, cooked, no fat added",0.64,0.19,5.54,25
3985,73102221,"Carrots, fresh, cooked (with salt and margarine)",0.74,1.96,7.95,50
3986,73102221,"Carrots, fresh, cooked (with salt and vegetable oil) ",0.73,3,7.94,59
3987,73102221,"Carrots, fresh, cooked (with salt and butter)",0.76,2.56,7.9299,55
3988,73102222,"Carrots, frozen, cooked (with salt and margarine)",0.56,2.5499,7.4599,52
3989,73102222,"Carrots, frozen, cooked (with salt and butter)",0.58,3.18,7.44,58
3990,73102222,"Carrots, frozen, cooked (with salt and vegetable oil)",0.56,3.6499,7.45,62
3991,73102223,"Carrots, canned, cooked with margarine",0.62,2.0899,5.3898,41
3992,73102223,"Carrots, canned, cooked with butter",0.65,2.73,5.37,47
3993,73102223,"Carrots, canned, cooked with vegetable oil",0.62,3.2,5.37,51
3994,73102231,"Carrots, fresh, cooked, creamed",2.1299,4.8399,8.64,85
3995,73102232,"Carrots, frozen, cooked, creamed",2.08,5.2698,8.39,88
3996,73102233,"Carrots, canned, cooked, creamed ",2.12,5,7.21,81
3997,73102241,"Carrots, fresh, cooked, glazed, with margarine",0.68,5.5499,15.5398,111
3998,73102241,"Carrots, fresh, cooked, glazed, with butter",0.74,7.3799,15.49,127
3999,73102241,"Carrots, fresh, cooked, glazed, no fat added",0.73,0.17,16.93,69
4000,73102242,"Carrots, frozen, cooked, glazed, with margarine",0.53,5.99,15.1198,112
4001,73102242,"Carrots, frozen, cooked, glazed, no fat added",0.56,0.64,16.4698,70
4002,73102242,"Carrots, frozen, cooked, glazed, with butter",0.59,7.8098,15.07,128
4003,73102243,"Carrots, canned, cooked, glazed, with margarine",0.58,5.5598,13.23,102
4004,73102243,"Carrots, canned, cooked, glazed, with butter",0.64,7.3898,13.17,118
4005,73102243,"Carrots, canned, cooked, glazed, no fat added",0.62,0.18,14.4,59
4006,73102251,"Carrots, fresh, cooked, with cheese sauce",4.32,6.62,7.66,106
4007,73102252,"Carrots, frozen, cooked, with cheese sauce",4.3399,7.1798,7.3399,110
4008,73102253,"Carrots, canned, cooked, with cheese sauce",4.3799,6.8799,5.99,102
4009,73103010,"Carrots, canned, low sodium, no fat added",0.59,0.14,5.36,23
6706,73103020,"Carrots, canned, low sodium, fat added in cooking",0.58,1.28,5.2698,33
4010,73105010,Carrot juice,0.95,0.15,9.2798,40
6707,73111031,"Peas and carrots, fresh, creamed",3.68,4.8098,11.15,101
6708,73111032,"Peas and carrots, frozen, creamed",3.4199,4.9,9.6998,91
6709,73111033,"Peas and carrots, canned, creamed",3.41,4.98,9.21,94
4011,73111211,"Peas and carrots, fresh, cooked (with salt, no fat added) ",3.5299,0.2,12.63,64
4012,73111212,"Peas and carrots, frozen, cooked, (with salt, no fat added)",3.0699,0.42,10.06,48
5436,73111212,"Peas and carrots, frozen, cooked, (no salt or fat added)",3.0699,0.42,10.06,48
4013,73111213,"Peas and carrots, canned, cooked, no fat added",3.08,0.58,9.24,52
4014,73111221,"Peas and carrots, fresh, cooked (with salt and margarine)",3.43,1.95,12.2898,78
4015,73111221,"Peas and carrots, fresh, cooked (with salt and butter) ",3.45,2.54,12.27,83
4016,73111221,"Peas and carrots, fresh, cooked (with salt and vegetable oil)",3.43,2.97,12.2799,87
4017,73111222,"Peas and carrots, frozen, cooked (with salt and margarine) ",2.99,2.14,9.7898,62
4018,73111222,"Peas and carrots, frozen, cooked (with salt and butter) ",3.0099,2.72,9.7698,67
4019,73111222,"Peas and carrots, frozen, cooked (with salt and vegetable oil)",2.99,3.1499,9.7798,71
4020,73111223,"Peas and carrots, canned, cooked with margarine ",2.99,2.2999,9,66
4021,73111223,"Peas and carrots, canned, cooked with butter",3.0099,2.8799,8.98,71
6710,73111260,"Peas and carrots, canned, low sodium, fat added in cooking",2.1299,1.37,8.3399,47
6711,73111270,"Peas and carrots, canned, low sodium, no fat added",2.1699,0.27,8.48,38
6712,73112000,"Carrot chips, dried",8.0998,1.49,79.5699,341
4022,73201011,"Pumpkin, fresh, cooked (with salt, no fat added)",0.72,0.07,4.8799,20
5179,73201011,"Pumpkin, fresh, cooked (no salt or fat added)",0.72,0.07,4.8799,20
4023,73201012,"Pumpkin, frozen, cooked  (with salt, no fat added)",0.72,0.07,4.8799,20
5437,73201012,"Pumpkin, frozen, cooked  (no salt or fat added)",0.72,0.07,4.8799,20
4024,73201013,"Pumpkin, canned, cooked, no fat added",1.1,0.28,8.06,34
6713,73201021,"Pumpkin, fresh, cooked (with salt and fat)",0.71,1.21,4.7999,30
6714,73201022,"Pumpkin, frozen, cooked (with salt and fat)",0.71,1.21,4.7999,30
6715,73201023,"Pumpkin, canned, cooked (with salt and fat)",1.08,1.4198,7.9199,43
4025,73210010,"Calabaza (Spanish pumpkin), cooked",1.1,0.28,8.06,34
4026,73210110,"Pumpkin fritters, Puerto Rican style",2.27,8.98,39.13,241
5438,73299999,"Pumpkin pie mix, canned",1.09,0.13,26.39,104
4027,73301010,"Squash, winter, mashed (with salt, no fat or sugar added)",0.89,0.35,8.81,37
5180,73301010,"Squash, winter, mashed (no salt, fat, or sugar added)",0.89,0.35,8.81,37
4028,73301020,"Squash, winter, mashed (with salt and margarine, no sugar added)",0.88,1.9198,8.6098,50
4029,73301020,"Squash, winter, mashed (with salt and vegetable oil, no sugar added)",0.87,2.5,8.6098,55
4030,73301020,"Squash, winter, mashed (with salt and butter, no sugar added)",0.88,2.16,8.5998,52
4031,73301030,"Squash, winter, mashed (with salt, margarine, and sugar added)",0.83,1.8,14.1,70
4032,73301030,"Squash, winter, mashed (with salt, butter, and sugar added)",0.84,2.0299,14.09,72
5496,73302016,"Squash, spaghetti, raw",0.64,0.57,6.91,31
5497,73302017,"Squash, butternut, raw",1,0.1,11.69,45
5498,73302018,"Squash, acorn, raw",0.8,0.1,10.42,40
5499,73302019,"Squash, winter, raw",0.95,0.13,8.5899,34
4033,73303010,"Squash, winter, baked (with salt, no fat or sugar added)",0.89,0.35,8.81,37
5181,73303010,"Squash, winter, baked (no salt, fat, or sugar added)",0.89,0.35,8.81,37
4034,73303020,"Squash, winter, baked (with salt and margarine, no sugar added)",0.88,1.9198,8.6198,50
4035,73303020,"Squash, winter, baked (with salt and butter, no sugar added)",0.88,2.16,8.6098,52
4036,73303020,"Squash, winter, baked (with salt and vegetable oil, no sugar added) ",0.87,2.5,8.6198,55
4037,73303030,"Squash, winter, baked (with salt, margarine, and sugar added)",0.83,1.8,14.1,70
4038,73303030,"Squash, winter, baked (with salt, butter, and sugar added)",0.84,2.0299,14.09,72
4039,73303040,"Squash, winter, baked (with salt and sugar, no fat added)",0.84,0.33,14.4,58
6716,73304010,Fried squash fritters,6.5198,19.94,33.4399,336
4040,73305020,"Squash, winter, souffle",3.3999,2.1499,12.17,78
4041,73402010,"Sweet potato (yam), baked (with salt), peel eaten",1.99,0.15,20.5398,89
5182,73402010,"Sweet potato (yam), baked (no salt added), peel eaten",2.5,0.14,26.1099,113
6717,73402020,"Sweet potatoes (yams), baked, peel eaten (with salt and fat)",1.9198,2.5299,19.75,107
4042,73403010,"Sweet potato (yam), baked (with salt), peel not eaten",2,0.15,20.6099,90
5183,73403010,"Sweet potato (yam), baked (no salt added), peel not eaten",1.99,0.15,20.5398,89
6718,73403020,"Sweet potatoes (yams), baked, peel not eaten, (with salt and fat)",1.9198,2.54,19.75,107
4043,73405010,"Sweet potato (yam), boiled (with salt), without peel",1.36,0.14,17.6099,76
5184,73405010,"Sweet potato (yam), boiled (no salt added), without peel",1.36,0.14,17.6099,76
6719,73405020,"Sweet potatoes (yams), boiled, without peel (with salt and fat)",1.32,1.97,17.1,90
6720,73405110,"Sweet potatoes (yams), boiled with peel, peel not eaten (with salt, no fat added)",1.36,0.14,17.6099,76
6721,73405120,"Sweet potatoes (yams), boiled with peel, peel not eaten (with salt and fat)",1.32,1.97,17.1,90
4044,73406000,"Sweet potato (yam), candied, with margarine",0.89,3.54,32.1199,164
4045,73406000,"Sweet potato (yam), candied, with butter",1.0109,3.657,28.709,149.4929
4046,73406000,"Sweet potato (yam), candied, no fat added",1.0129,0.205,29.853,123.654
4047,73407010,"Sweet potato (yam), canned without syrup",1.6498,0.2,21.12,91
4048,73407020,"Sweet potato (yam), canned in syrup",0.98,0.2,20.93,89
6722,73407030,"Sweet potatoes (yams), canned in syrup, with fat added",0.96,1.4298,20.52,98
4049,73409000,"Sweet potato (yam), mashed (with salt and margarine)",1.6398,2.45,15.1,87
4050,73409000,"Sweet potato (yam), mashed (with salt, no fat added)",1.6799,0.44,15.48,71
4051,73409000,"Sweet potato (yam), mashed (with salt and butter)",1.6598,2.47,15.09,87
4052,73410110,"Sweet potato (yam), fried",3.1299,16.1,40.1199,313
4053,73410110,"Sweet potato (yam), fried, with vegetable oil ",1.6599,8.7059,21.4729,167.561
4054,73410210,"Sweet potato, chips",2.94,32.35,56.82,532
6723,73410300,Sweet potato fries,1.73,8.73,24.8599,182
6724,73421000,"Sweet potato, yellow, cooked (with salt)",1.36,0.14,17.6099,76
4055,73501000,"Carrot soup, cream of, prepared with milk",1.58,0.73,5.0099,32
4056,74101000,"Tomatoes, raw",0.88,0.2,3.89,18
5725,74101400,"Tomatoes, cherry",0.88,0.2,3.9199,18
5756,74101450,"Tomatoes, grape",0.88,0.2,3.89,18
4057,74102000,"Tomatoes, green, raw",1.2,0.2,5.0999,23
4058,74202011,"Tomatoes, from fresh, broiled",1.1,0.25,4.86,22
4059,74202051,"Tomatoes, red, from fresh, fried",2.7,13.09,10.93,169
4060,74203011,"Tomatoes, fresh, scalloped",1.83,4.3898,10.3,85
4061,74204011,"Tomatoes, fresh, stewed",1.74,1.83,9.6699,59
4062,74204013,"Tomatoes, canned, stewed",0.91,0.19,6.19,26
4063,74204500,"Tomatoes, canned, low sodium",0.78,0.13,4,17
5832,74204599,"Tomatoes, canned, diced",0.79,0.25,3.47,16
4064,74205010,"Tomatoes, green, fried, with margarine",3.2999,10.1198,12.94,153
4065,74205011,"Tomatoes, green, fried, with vegetable oil ",3.25,15.65,13.01,202
4066,74205011,"Tomatoes, green, fried, with pork fat",3.58,13.83,13.1099,190
4067,74205011,"Tomato, green, cooked (with salt, no fat added)",3.73,1.3,14.94,84
4068,74205020,"Tomatoes, green, pickled",1.09,0.24,8.24,36
4069,74206000,"Tomatoes, red, dried",14.1099,2.97,55.7599,258
4070,74301100,Tomato juice,0.76,0.05,4.24,17
4071,74301150,"Tomato juice, low sodium",0.76,0.05,4.24,17
4072,74302000,Tomato juice cocktail,0.93,0.31,3.87,19
4073,74303000,Tomato and vegetable juice (V8),0.93,0.31,3.87,19
4074,74303100,"Tomato and vegetable juice (V8), low sodium",0.6,0.1,4.5899,22
4075,74304000,Tomato juice with clam or beef juice,0.86,0.09,3.1899,14
4076,74401010,Tomato catsup (ketchup),1.25,0.18,26.23,112
4077,74401110,"Tomato catsup, low sodium (ketchup)",1.25,0.18,25.7198,96
4078,74402010,Tomato chili sauce (catsup-type),2.5,0.3,19.7898,104
5682,74402020,Sriracha chili sauce,2.5,0.3,19.7898,104
4079,74402110,"Salsa, red, uncooked",0.71,0.14,3.7,17
5631,74402120,Pico de Gallo  ,0,0,9.38,31
4080,74402150,"Salsa, red, cooked, ready-to-serve",1.54,0.17,6.7199,29
4081,74402200,"Salsa, red, cooked, homemade",0.82,4.28,4.6799,57
4082,74402250,"Enchilada sauce, red",0.84,1.96,3.8799,34
4083,74402260,"Enchilada sauce, green",0.96,0.51,5.75,28
4084,74402300,"Salsa, made with mango",0.66,0.24,14.02,54
4085,74402310,"Green Tomato chile sauce, raw (salsa verde)",0.85,0.69,4.9699,26
4086,74402350,"Green Tomato chile sauce, cooked (salsa verde)",1.1298,0.89,6.36,38
4087,74403010,Tomato sauce,1.4098,1.48,7.53,49
4088,74403050,"Tomato sauce, low sodium",1.4097,1.48,8.06,51
4089,74403110,Tomato paste,4.32,0.47,18.91,82
4090,74403120,Tomato puree,1.6499,0.21,8.98,38
4091,74404010,"Spaghetti sauce (marinara), meatless",1.4098,1.48,7.53,49
4092,74404020,"Spaghetti sauce, with vegetables, homemade-style",1.4098,1.1899,7.25,44
4093,74404030,"Spaghetti sauce, with meat",2.8999,2.48,7.08,63
5625,74404070,"Spaghetti sauce, low sodium",1.4098,1.48,8.06,51
6725,74404090,Vodka flavored pasta sauce made with tomatoes and cream,1.1798,6.62,3.69,75
5599,74404100,"Tomato paste, low sodium",4.32,0.47,18.91,82
4094,74405010,Tomato relish,2.18,0.59,37.63,157
4095,74406010,Barbecue (bbq) sauce,0.82,0.63,40.77,172
4096,74406050,"Barbecue (bbq) sauce, low sodium",0.82,0.63,40.77,172
4097,74406100,"Steak sauce, Tomatoes-based",1.25,0.23,22.0398,95
5638,74406200,"Taco sauce, red",0,0,12.5,50
4098,74406500,Cocktail sauce,1.36,1.05,28.2198,124
6726,74501010,Tomato aspic,2.5,0.06,5.2599,28
4099,74502010,"Tomatoes and lima beans, cooked (with salt, no fat added)",3.27,0.21,12.1199,61
4100,74503010,"Tomatoes and corn, cooked (with salt, no fat added)",1.4599,0.53,9.5899,42
4101,74504010,"Tomatoes and okra, cooked (with salt, no fat added)",1.21,0.16,4.19,19
6727,74504020,"Tomatoes and okra, cooked (with salt and fat)",1.1899,1.56,4.12,31
4102,74504110,"Tomatoes and onion, cooked (with salt, no fat added)",1.04,0.13,5.37,24
4103,74504120,"Tomatoes and onion, cooked (with salt and margarine)",1.02,1.32,5.28,34
4104,74504120,"Tomatoes and onion, cooked (with salt and vegetable oil) ",1.02,2.0299,5.2698,40
4105,74504120,"Tomatoes and onion, cooked (with salt and pork fat)",1.06,1.78,5.28,38
4106,74504120,"Tomatoes and onion, cooked (with salt and butter)",1.03,1.74,5.2698,38
4107,74505010,"Tomatoes with corn and okra, cooked (with salt, no fat added)",1.58,0.44,8.14,36
