Food_Item_ID,foodcode,foodname,Protein (g),Total Fat (g), Carbohydrate (g), Energy (kcal)
314,13220110,"Pudding, vanilla, dry mix, with reduced fat (2%) milk",2.8399,1.77,19.3,104
315,13220110,"Pudding, vanilla, dry mix, with whole milk",2.71,2.85,19.3,114
316,13220110,"Pudding, vanilla, dry mix, with fat free (skim) milk",2.8999,0.15,19.39,90
317,13220110,"Pudding, vanilla, dry mix, with low fat (1%) milk",2.89,0.91,19.46,97
318,13220120,"Chocolate pudding, dry mix, with fat free (skim) milk",3.2599,0.41,19.3098,92
319,13220120,"Chocolate pudding, dry mix, with reduced fat (2%) milk",3.2,2.0099,19.2198,106
320,13220120,"Chocolate pudding, dry mix, with whole milk",3.08,3.08,19.2198,115
321,13220120,"Chocolate pudding, dry mix, with low fat (1%) milk",3.2599,1.1598,19.3798,99
322,13220120,"Chocolate pudding, dry mix, with half and half",2.9199,10.0398,18.8998,173
323,13220120,"Chocolate pudding, dry mix, with soymilk",2.64,1.6,19.3298,100
324,13220210,"Pudding, vanilla, low-calorie dry mix, with reduced fat (2%) milk",3.1699,1.8998,9.55,68
325,13220210,"Pudding, vanilla, low-calorie dry mix, with fat free (skim) milk",3.24,0.11,9.6799,53
326,13220210,"Pudding, vanilla, low-calorie dry mix, with low fat (1%) milk",3.24,0.94,9.73,60
327,13220210,"Pudding, vanilla, low-calorie dry mix, whole milk",3.0299,3.0899,9.55,78
328,13220220,"Chocolate pudding, low-calorie dry mix, with reduced fat (2%) milk",3.6,2.0299,10.27,74
329,13220220,"Chocolate pudding, low-calorie dry mix, with fat free (skim) milk",3.6699,0.28,10.39,59
330,13220220,"Chocolate pudding, low-calorie dry mix, with low fat (1%) milk",3.6699,1.1,10.44,66
331,13220220,"Chocolate pudding, low-calorie dry mix, with whole milk",3.47,3.2,10.27,84
332,13220230,"Chocolate pudding, ready-to-eat (snack pack or cup), reduced fat",1.9299,0.3,20.87,93
333,13220235,"Chocolate pudding, ready-to-eat (snack pack or cup), fat free",1.9299,0.3,20.87,93
334,13220240,"Pudding, vanilla, ready-to-eat (snack pack or cup), reduced fat",2.02,0,20.16,89
335,13220245,"Pudding, vanilla, ready-to-eat (snack pack or cup), fat free",2.02,0,20.16,89
336,13230110,"Pudding, vanilla, ready-to-eat (snack pack or cup)",1.4498,3.7799,22.6,130
337,13230120,"Pudding, vanilla, ready-to-eat (snack pack or cup), low calorie",2.02,0,20.16,89
338,13230130,"Chocolate pudding, ready-to-eat (snack pack or cup)",2.0899,4.5998,23.01,142
339,13230140,"Chocolate pudding, ready-to-eat (snack pack or cup), low calorie",1.9299,0.3,20.87,93
340,13230200,"Chocolate swirl pudding, ready-to-eat (snack pack or cup)",1.77,4.19,22.8,136
341,13230500,"Pudding, tapioca, ready-to-eat (snack pack or cup)",1.95,3.8799,21.69,130
342,13230510,"Pudding, tapioca, ready-to-eat (snack pack or cup), fat free",1.4398,0.35,21.3098,94
343,13241000,"Banana pudding, with vanilla wafers, made with reduced fat (2%) milk",3.25,3.83,26.3798,149
6157,13241000,"Banana pudding, with vanilla wafers, made with whole milk",3.24,3.94,26.37,150
344,13250000,Chocolate mousse,4.15,15.05,16.28,209
6158,13250000,"Mousse, chocolate, with whole milk",4.07,15.85,16.2398,216
6159,13250000,"Mousse, chocolate, with low fat (1%) milk",4.2,14.49,16.3599,205
345,13250100,Fruit-flavored mousse,1.4599,15.73,16.9499,208
347,13251000,Chantilly Cream,2.8199,29.27,12.23,317
348,13252100,"Coconut custard, Puerto Rican style",8.1998,10.49,40.0399,282
349,13252200,Dulce de leche,6.8399,7.3498,55.35,315
350,13252500,"Barfi or Burfi, Indian dessert",6.82,12.1198,38.82,285
351,13252600,Tiramisu,4.44,18.1099,25.02,283
5269,13299996,"Pudding, vanilla, instant, low-calorie dry mix",0.81,0.9,84.6598,350
5270,13299997,"Pudding, vanilla, instant, dry mix",0,0.6,92.9,377
5271,13299998,"Pudding, chocolate, low-calorie, instant, dry mix",5.2999,2.3999,78.2,356
5272,13299999,"Pudding, chocolate, instant, dry mix",2.2999,1.8997,87.9,378
352,13411000,"Cream sauce, made with margarine",3.7,10.64,9.1998,146
353,13411000,"Cream sauce, made with butter",3.7799,10.68,9.13,146
354,13412000,"Milk gravy, with meat drippings",3.89,9.46,8.5398,135
355,13412000,"Milk gravy, without fat",4,2.06,9.22,72
356,13412000,"Milk gravy, with vegetable oil",3.69,10.57,8.5,143
357,13412000,"Milk gravy, with margarine",3.72,7.28,8.48,114
358,14101010,Blue cheese,21.3998,28.7398,2.3399,353
359,14102010,Bondost cheese,23.2398,29.68,2.79,371
360,14102110,"Brick cheese, with salami",23.1,29.3,2.75,368
361,14103010,Camembert cheese,19.8,24.26,0.46,300
362,14103020,Brie cheese,20.75,27.68,0.45,334
363,14104010,Cheddar cheese,24.8999,33.14,1.28,403
364,14104015,"Cheddar cheese, reduced fat",27.1999,18.3,2,282
365,14104020,"Cheddar cheese, dry, grated",32.68,43.49,1.6799,529
6160,14104115,"Cheese, Cheddar, fat free",32.14,0,7.1398,157
366,14104200,"Cheese, Colby",23.76,32.1099,2.5699,394
367,14104250,"Cheese, Colby Jack",24.12,31.1999,1.62,384
368,14104400,"Cheese, Feta",14.21,21.28,4.0899,264
369,14104600,"Cheese, Fontina",25.6,31.14,1.55,389
370,14104700,"Cheese, goat",23.52,28.85,0.76,361
371,14105010,"Cheese, Gouda or Edam",24.98,27.69,1.6698,357
372,14105200,"Cheese, Gruyere",29.8098,32.34,0.36,413
373,14106010,"Cheese, Limburger",20.05,27.25,0.49,327
374,14106200,"Cheese, Monterey",24.48,30.28,0.68,373
375,14106500,"Cheese, Monterey, low fat",28.1999,21.6,0.7,313
5690,14106600,Pepper jack cheese,24.48,30.28,0.68,373
376,14107020,"Cheese, Mozzarella, whole milk",22.17,22.35,2.1899,300
377,14107030,"Cheese, Mozzarella, part skim",25.96,20.03,3.83,302
378,14107040,"Cheese, Mozzarella, low sodium",27.5,17.1,3.1,280
379,14107060,"Cheese, Mozzarella, nonfat or fat free",31.6999,0,3.5,141
380,14107200,"Cheese, Muenster",23.41,30.0398,1.12,368
381,14107250,"Cheese, Muenster, low fat",24.6999,17.6,3.5,271
382,14108010,"Cheese, Parmesan, dry grated",38.46,28.6099,4.0598,431
383,14108015,"Cheese, Parmesan, dry grated, reduced fat",20,20,1.37,265
384,14108020,"Cheese, Parmesan, hard",35.75,25.8298,3.22,392
385,14108050,"Cheese, Parmesan, low sodium",41.6,29.9899,3.7,451
386,14108060,"Parmesan cheese topping, fat free",40,5,40,370
387,14108200,"Cheese, Port Salut",23.78,28.1999,0.57,352
388,14108400,"Cheese, Provolone",25.5798,26.62,2.14,351
389,14108420,"Cheese, Provolone, reduced fat",24.6999,17.6,3.5,274
390,14109010,"Cheese, Swiss",26.93,27.8,5.3799,380
391,14109020,"Cheese, Swiss, low sodium",28.3998,27.3998,3.3999,374
392,14109030,"Cheese, Swiss, low fat",28.3998,5.0998,3.3999,179
393,14110010,"Cheddar cheese, low sodium",24.35,32.6199,1.9098,398
394,14110030,"Cheddar cheese, low fat",24.35,7,1.9099,173
395,14120010,"Cheese, Mexican blend",23.5398,28.51,1.75,358
396,14120020,"Cheese, Mexican blend, reduced fat",24.69,19.3998,3.41,282
397,14131000,Queso Anejo (aged Mexican cheese),21.44,29.98,4.6299,373
398,14131500,Queso Asadero,22.6,28.26,2.87,356
399,14132000,Queso Chihuahua,21.5598,29.68,5.5598,374
400,14133000,Queso Fresco,18.09,23.82,2.98,299
6161,14134000,"Cheese, cotija",20,30,3.97,366
401,14201010,"Cheese, cottage, creamed, large or small curd",11.1198,4.2999,3.3799,98
6162,14201200,"Cottage cheese, farmer's",10.49,9.8,3.18,143
5231,14201501,"Cheese, Ricotta, whole milk",11.26,12.98,3.04,174
5232,14201502,"Cheese, Ricotta, part skim",11.39,7.91,5.1398,138
403,14202010,"Cheese, cottage, with fruit",10.69,3.85,4.61,97
404,14202020,"Cheese, cottage, with vegetables",10.9,4.2,3,95
405,14203010,"Cheese, cottage, fat free, dry curd",10.34,0.29,6.66,72
6163,14203020,"Cheese, cottage, salted, dry curd",10.24,0.29,6.5899,71
406,14203510,"Cheese, white, Puerto Rican ",11.26,12.98,3.04,174
407,14204010,"Cheese, cottage, low fat (1-2% fat)",11.83,2.45,3.66,86
408,14204020,"Cheese, cottage, with fruit, low fat",7.7698,1.59,7.5499,75
409,14204030,"Cheese, cottage, with vegetables, low fat",10.9,1,3,67
410,14206010,"Cheese, cottage, low fat, low sodium",12.4,1,2.7,72
411,14207010,"Cheese, cottage, low fat, lactose reduced",12.4,1,3.2,74
412,14301010,"Cheese, cream",5.9299,34.24,4.07,342
413,14303010,"Cheese, cream, light ",7.8498,15.2799,8.13,201
414,14410100,American and Swiss blend processed cheese,18.1298,30.71,4.78,366
6164,14410120,"Cheese, American, reduced fat",17.6,14.1,10.6,240
415,14410200,"American cheese, pasteurized processed",17.96,26.1999,7.4699,336
416,14410210,"American cheese, pasteurized processed, low-sodium",22.1999,31.19,1.6,376
417,14410300,"American cheese, pasteurized processed, low fat",24.6,7,3.5,180
418,14410330,"American cheese spread, reduced fat",13.41,8.88,10.71,176
419,14410350,"Cheese, processed, American, fat free",22.5,0.8,13.4,148
420,14410380,"Cream cheese product, fat free",15.69,1,7.66,105
421,14410400,"Cheese, processed, Swiss",24.73,25.01,2.1,334
422,14410420,"Cheese, processed, Swiss, low fat",25.5,5.0999,4.2999,165
423,14410500,"Cheese, processed cheese food",16.8599,25.6298,8.56,330
424,14410600,"Cheese, processed, with vegetables",22.1298,31.1999,1.73,375
425,14410620,"Cheese, processed, with wine",16.8599,25.6298,8.56,330
426,14420100,"Cheese spread, American or Cheddar",16.41,21.23,8.73,290
427,14420160,"Cheese spread, Swiss cheese ",16.41,21.23,8.73,290
428,14420200,"Cheese spread, cream cheese, regular",7.0998,28.6,3.5,295
429,14420210,"Cheese spread, cream cheese, light ",7.8498,15.2799,8.13,201
430,14420300,"Cheese spread, pressurized can",16.41,21.23,8.73,290
431,14502010,American or cheddar imitation cheese,16.6999,14,11.6,239
432,14502040,"American or cheddar imitation cheese, low cholesterol",25,32,1,390
433,14504010,Imitation mozzarella cheese,11.47,12.22,23.67,248
434,14610200,"Cheese, cottage cheese with gelatin ",6.5499,2.3199,8.3698,81
435,14610210,"Cheese, cottage cheese with gelatin and fruit",5.0998,1.78,13.17,88
436,14610250,"Cheese, cottage cheese with gelatin and vegetables",7.71,2.85,6.2698,82
437,14610520,Cheese ball with nuts,18.84,37.6,4.78,422
438,14620100,"Dip, cream cheese base",4.98,34.85,4.21,345
439,14620100,"Dip, low fat cream cheese base",6.48,20.382,7.6509,238.181
440,14620100,"Dip, cream cheese base with low-calorie mayonnaise",4.95,29.474,6.527,305.423
441,14620120,"Shrimp dip, cream cheese base",8.6898,23.09,3.62,255
442,14620150,Cheese dip with chili pepper,3.14,9.5099,11.14,143
443,14620300,"Cheese pizza, topping only",18.3998,14.42,6.91,233
444,14620310,Topping from vegetable pizza,16.94,15.34,11.6099,250
445,14620320,"Meat pizza, topping only",20.9898,24.32,5.65,329
446,14620330,"Meat and vegetable pizza, topping only",19.16,21.8599,7.66,306
447,14630100,Cheese fondue,19.2398,20.2398,3.8599,302
448,14630200,Cheese souffle,9.6699,15.59,6.0899,204
449,14630300,Welsh rarebit,7.74,11.89,6.0998,162
450,14640000,"Cheese sandwich, American cheese",11.56,13.3698,33.4799,303
451,14640100,"Cheese sandwich, grilled",11.6198,17.37,33.81,339
452,14640200,"Cheese sandwich, swiss and american cheese and lettuce",15.89,15.06,22.1999,289
453,14640300,"Cheese sandwich, cheese spread",10.73,9.6199,35.8299,274
454,14650100,Cheese sauce,10.33,14.92,5.48,197
455,14650150,"Cheese sauce, with low fat cheese",6.8399,7.62,7.0598,124
456,14650160,Alfredo sauce,7.96,46.32,2.22,450
457,14660200,"Cheese nuggets, breaded, baked or fried",14.75,18.3298,25.14,325
6165,14670000,"Caprese salad (Mozzarella, tomato, and basil with oil and vinegar)",7.7999,10.77,3.7,141
458,14710100,Cheddar cheese soup,2.02,2.93,8.1098,66
459,14710110,"Cheddar cheese soup, canned, undiluted",4.2199,8.15,8.1899,121
460,14710200,"Beer soup, made with milk",6.44,15.39,6.2599,192
461,21101120,"Steak, beef, grilled or broiled, lean and fat eaten",28.4898,7.1398,0,178
5273,21101126,"Beef, raw, tenderloin, boneless",20.9606,8.4512,0,165.68
5274,21101127,"Steak, beef, raw, top sirloin, boneless, fat not trimmed",20.2198,10.6724,0,182.25
5275,21101128,"Steak, beef, raw, top round, boneless, fat not trimmed",22.6957,6.66,0,150.96
5276,21101129,"Steak, beef, raw, filet, boneless",20.9606,8.4512,0,165.68
462,21101130,"Steak, beef, grilled or broiled, lean only eaten",28.94,5.3399,0,164
5277,21101138,"Steak, beef, raw, top sirloin, boneless, fat trimmed",19.9512,3.3727,0,115.5999
5278,21101139,"Steak, beef, raw, top round, boneless, fat trimmed",16.7946,4.9283,0,111.7104
463,21102120,"Steak, beef, fried, lean and fat eaten",28.3599,7.74,0,183
464,21102130,"Steak, beef, fried, lean only eaten",29.01,5,0,161
465,21103120,"Steak, beef, fried or baked, breaded, lean and fat eaten",24.41,13.3698,12.18,267
466,21103130,"Steak, beef, fried or baked, breaded, lean only eaten",25.0398,10.91,12.18,247
467,21104120,"Steak, beef, fried, battered lean and fat eaten (country fried, chicken fried)",19.8599,14.1999,11.02,252
468,21104130,"Steak, beef, fried, battered, lean only eaten (country fried, chicken fried)",20.34,12.2799,11.02,236
469,21105120,"Steak, beef, braised, lean and fat eaten",30.8,13.1899,0,251
470,21105130,"Steak, beef, braised, lean only eaten",28.94,5.3399,0,164
471,21301000,"Beef, oxtails, cooked",30.8,13.1899,0,251
472,21302000,"Beef, neck bones, cooked",29.87,19.0598,0,299
473,21304110,"Beef, shortribs, cooked, lean and fat eaten",21.39,41.63,0,467
5279,21304119,"Beef, raw, shortribs, bone in, fat not trimmed",13.4079,26.0947,0,292.7735
474,21304120,"Beef, shortribs, cooked, lean only eaten",30.5,17.98,0,293
5280,21304129,"Beef, raw, shortribs, bone in, fat trimmed",17.2256,10.1526,0,165.1999
475,21304210,"Beef, shortribs, barbecued, with sauce, lean and fat eaten",15.98,30.8098,12.74,397
476,21304220,"Beef, shortribs, barbecued, with sauce, lean only eaten",22.68,13.42,12.74,269
477,21305000,"Beef, cow head, cooked",26.1999,19.55,0,289
478,21401110,"Beef, roast, lean and fat eaten (prime rib, rib roast)",29.6498,4.45,0,159
5281,21401119,"Beef, raw, rib roast, fat not trimmed",14.1327,17.5108,0,218.041
479,21401120,"Beef, roast, lean only eaten (prime rib, rib roast)",29.1298,3.71,0,150
5282,21401126,"Beef, raw, roast, bottom round, boneless, fat not trimmed",15.9847,3.9264,0,103.8199
5283,21401127,"Beef, raw, roast, tip round, boneless, fat not trimmed",17.8425,7.371,0,142.3498
5284,21401128,"Beef, raw, roast, tip round, boneless, fat trimmed",17.3439,3.906,0,109.62
5285,21401129,"Beef, raw, roast, eye of round, fat trimmed",17.5407,2.7787,0,99.7099
480,21407110,"Beef, pot roast, braised or boiled, lean and fat eaten",29.09,4.3399,0,155
5286,21407118,"Beef, raw, pot roast, chuck arm, boneless, fat not trimmed",18.0718,11.5319,0,181.1999
5287,21407119,"Beef, raw, roast, chuck, boneless, fat not trimmed",17.1391,16.0767,0,218.24
481,21407120,"Beef, pot roast, braised or boiled, lean only eaten",30.8,13.1899,0,251
5288,21407129,"Beef, raw, pot roast, chuck arm, boneless, fat trimmed",20.7959,4.416,0,128.4
482,21410110,"Beef, stew meat, cooked, lean and fat eaten",35.82,4.96,0,197
483,21410120,"Beef, stew meat, cooked, lean only eaten",30.8,13.1899,0,251
484,21416110,"Corned beef, cooked, lean and fat eaten",18.17,18.98,0.47,251
5289,21416119,"Corned beef, raw, brisket, boneless, fat not trimmed",12.7189,13.286,0.3289,175.6999
485,21416120,"Corned beef, cooked, lean only eaten",27.1,14.93,0,250
486,21416150,"Corned beef, canned, ready-to-eat",27.1,14.93,0,250
487,21417110,"Beef, brisket, cooked, lean and fat eaten",26.57,19.3599,0,289
5290,21417119,"Beef, raw, brisket, boneless, fat not trimmed",11.891,11.27,0,152.2599
488,21417120,"Beef, brisket, cooked, lean only eaten",29.5,10,0,216
5291,21417129,"Beef, raw, brisket, boneless, fat trimmed",20.5275,6.955,0,150.4199
489,21420100,"Beef, sandwich steak (Steak-umms)",20.27,25.42,0,309
491,21500200,"Ground beef, patty, breaded, cooked",16.69,20.98,14.9499,319
492,21500300,"Ground beef, patty, fast food, cooked ",22.8599,21.6498,0,293
493,21501000,"Ground beef, less than 80% lean, cooked ",23.26,16.3,0,246
494,21501200,"Ground beef, 80% - 84% lean, cooked (ground chuck)",23.84,15.81,0,244
495,21501300,"Ground beef, 85% - 89% lean, cooked (ground sirloin, ground round)  ",24.42,13.9,0,230
5292,21501309,"Ground beef, raw, 85% lean",18.465,10.515,0,174
496,21501350,"Ground beef, 90% - 94% lean, cooked",25,10.59,0,202
5293,21501359,"Ground beef, raw, 90% lean",19.1596,8.1166,0,155.0398
497,21501360,"Ground beef, 95% or more lean, cooked",25.5798,5.8898,0,163
5294,21501369,"Ground beef, raw, 95% lean",19.608,4.5144,0,124.64
498,21540100,"Ground beef, with textured vegetable protein (TVP), cooked",23.59,14.42,2.85,241
499,21601000,"Beef, bacon, cooked",31.3,34.3999,1.3998,449
5295,21601999,"Bacon, raw, beef",10.016,11.0078,0.4479,143.68
500,21602000,"Beef, dried, chipped, uncooked",31.1,1.94,2.7599,153
501,21602010,"Beef, dried, chipped, cooked in fat",27.94,11.9,2.48,229
502,21602100,"Beef jerky (Slim Jim, Big Jerk)",33.2,25.6,11,410
503,21603000,"Beef, pastrami, smoked, spiced",21.8,5.82,0.36,147
504,22002000,"Pork, ground or patty, cooked",25.48,20.6,0,295
505,22002100,"Pork, ground or patty, breaded, cooked",20.3,22.7198,10.5398,333
506,22101110,"Pork, chop, broiled, baked, or grilled, lean and fat eaten",28.44,8.0998,0,192
507,22101120,"Pork, chop, broiled, baked, or grilled, lean only eaten",29.41,4.16,0,161
508,22101140,"Pork, chop, broiled or baked, breaded or floured, lean and fat eaten",27.5598,8.0298,8.4,222
509,22101150,"Pork, chop, broiled or baked, breaded or floured, lean only eaten",28.44,4.45,8.4,193
510,22101210,"Pork, chop, fried, lean and fat eaten",28.44,8.0998,0,192
511,22101220,"Pork, chop, fried, lean only eaten",29.41,4.16,0,161
512,22101310,"Pork, chop, fried, breaded or floured, lean and fat eaten",24.53,13.6,16.21,290
513,22101320,"Pork, chop, fried, breaded or floured, lean only eaten",25.2198,10.8,16.21,268
514,22101410,"Pork, chop, fried, battered, lean and fat eaten",23.16,13.1999,12.7799,267
515,22101420,"Pork, chop, fried, battered, lean only eaten",23.87,10.2799,12.7799,244
516,22101510,"Pork, chop, stewed, lean and fat eaten",28.44,8.0998,0,192
517,22101520,"Pork, chop, stewed, lean only eaten",29.41,4.16,0,161
518,22107010,"Pork, chop, smoked or cured, cooked, lean and fat eaten",20.43,21.35,0,280
519,22107020,"Pork, chop, smoked or cured, cooked, lean only eaten",24.94,7.04,0,170
5296,22199997,"Pork, raw, chops, center loin, bone in, fat not trimmed ",11.5245,4.977,0,94.0498
5297,22199998,"Pork, raw, chops, top loin, boneless, fat not trimmed ",14.1085,4.8441,0,103.88
5298,22199999,"Pork, raw, chops, top loin, boneless, fat trimmed",20.4618,2.9077,0,113.9
520,22201110,"Pork, cutlet or steak, broiled, baked, or grilled, lean and fat eaten",22.96,15.8599,0.06,239
5299,22201119,"Pork, raw, cutlet, boneless, fat not trimmed ",17.4777,3.4285,0,105.4
521,22201120,"Pork, cutlet or steak, broiled, baked, or grilled, lean only eaten",24.6099,7.4199,0.07,171
5300,22201129,"Pork, raw, cutlet, boneless, fat trimmed",16.302,2.4851,0,91.7699
522,22201210,"Pork, cutlet or steak, fried, lean and fat eaten",22.96,15.8599,0.06,239
